,id,name,members,link,topics
0,28264920,Code4Fun,461,https://www.meetup.com/Code4Fun/,"[{'urlkey': 'opensource', 'name': 'Open Source', 'id': 563}, {'urlkey': 'cloud-computing', 'name': 'Cloud Computing', 'id': 15167}, {'urlkey': 'hadoop', 'name': 'Hadoop', 'id': 18060}, {'urlkey': 'big-data', 'name': 'Big Data', 'id': 18062}, {'urlkey': 'machine-learning', 'name': 'Machine Learning', 'id': 29971}, {'urlkey': 'paas', 'name': 'PaaS (Platform as a Service)', 'id': 31197}, {'urlkey': 'devops', 'name': 'DevOps', 'id': 87614}, {'urlkey': 'iaas-infrastructure-as-a-service', 'name': 'IaaS (Infrastructure as a Service)', 'id': 107633}, {'urlkey': 'big-data-analytics', 'name': 'Big Data Analytics', 'id': 383411}, {'urlkey': 'iot-hacking', 'name': 'IOT hacking', 'id': 796962}, {'urlkey': 'docker', 'name': 'Docker', 'id': 1454542}, {'urlkey': 'smart-contracts', 'name': 'Smart Contracts', 'id': 1471982}, {'urlkey': 'blockchain', 'name': 'Blockchain', 'id': 1493232}, {'urlkey': 'kubernetes', 'name': 'Kubernetes', 'id': 1500742}, {'urlkey': 'hyperledger', 'name': 'Hyperledger', 'id': 1509458}]"
1,31154587,Swiss Data Circle,196,https://www.meetup.com/Swiss-Data-Circle/,"[{'urlkey': 'databasepro', 'name': 'Database Professionals', 'id': 1245}, {'urlkey': 'datamanagement', 'name': 'Data Management', 'id': 10494}, {'urlkey': 'businessintell', 'name': 'Business Intelligence', 'id': 10538}, {'urlkey': 'hadoop', 'name': 'Hadoop', 'id': 18060}, {'urlkey': 'big-data', 'name': 'Big Data', 'id': 18062}, {'urlkey': 'machine-learning', 'name': 'Machine Learning', 'id': 29971}, {'urlkey': 'data-analytics', 'name': 'Data Analytics', 'id': 30928}, {'urlkey': 'data-visualization', 'name': 'Data Visualization', 'id': 37381}, {'urlkey': 'predictive-analytics', 'name': 'Predictive Analytics', 'id': 38458}, {'urlkey': 'data-mining', 'name': 'Data Mining', 'id': 55324}, {'urlkey': 'nosql', 'name': 'NoSQL', 'id': 58162}, {'urlkey': 'open-data', 'name': 'Open Data', 'id': 60043}, {'urlkey': 'data-science', 'name': 'Data Science', 'id': 102811}, {'urlkey': 'big-data-analytics', 'name': 'Big Data Analytics', 'id': 383411}, {'urlkey': 'data', 'name': 'Data', 'id': 480642}]"
