,id,name,event_url,rsvp_limit,yes_rsvp_count,time,city,group_id,group_urlname
26,262090207,Upgrade your Databases & News,https://www.meetup.com/Oracle-Beer/events/262090207/,,23,1560959100000,Bern,27982279,Oracle-Beer
27,261545364,Initiation à la Blockchain - niveau débutant,https://www.meetup.com/Blockchain-Initiation/events/261545364/,7.0,7,1560960000000,Mulhouse,31931806,Blockchain-Initiation
28,261680452,DC4131 Defcon Dojo,https://www.meetup.com/DC4131/events/261680452/,,4,1560961800000,Zürich,14489982,DC4131
29,261010436,First Swiss CSA chapter event - Zürich Area,https://www.meetup.com/Cloud-Security-Alliance-CSA-Chapter/events/261010436/,,36,1560961800000,Zürich,31761969,Cloud-Security-Alliance-CSA-Chapter
30,261863683,3rd Robotics and ROS in Zurich Meetup,https://www.meetup.com/Robotics-and-ROS-in-Zurich/events/261863683/,,40,1560961800000,Zürich,31303696,Robotics-and-ROS-in-Zurich
31,262249398,Bitcoin Meetup Zürich,https://www.meetup.com/Bitcoin-Meetup-Switzerland/events/262249398/,,10,1560963600000,Zürich,8278642,Bitcoin-Meetup-Switzerland
32,bjsmzqyzjbjc,After work AI & DataScience ,https://www.meetup.com/AI-Saint-Gallen/events/261997695/,,3,1560963600000,St. Gallen,31502232,AI-Saint-Gallen
33,262062817,Crafty Discussions Session 4 - Zurich,https://www.meetup.com/Software-Artisans/events/262062817/,,6,1560963600000,Zürich,32010407,Software-Artisans
34,262033930,Präsentation - Rust + Webassembly (WASM),https://www.meetup.com/Rust-Community-Stuttgart/events/262033930/,20.0,10,1560963600000,Stuttgart,31440424,Rust-Community-Stuttgart
35,258384690,"Developer UnConference Zürich, Switzerland",https://www.meetup.com/Big-Data-Developers-Switzerland/events/258384690/,90.0,79,1561014000000,Zürich,10220112,Big-Data-Developers-Switzerland
36,261416670,Big Data MeetUp,https://www.meetup.com/Big-Data-Developers-Switzerland/events/261416670/,,17,1561037400000,Zürich,10220112,Big-Data-Developers-Switzerland
37,260880224,Meetup #2 | Kafka & it's friends,https://www.meetup.com/Messaging-Streaming-Switzerland/events/260880224/,100.0,52,1561044600000,Bern,29392760,Messaging-Streaming-Switzerland
38,261757869,Web Zürich June,https://www.meetup.com/Web-Zurich/events/261757869/,100.0,72,1561046400000,Zürich,19998223,Web-Zurich
39,261696009,Test in the Pub - A Mix of Topics,https://www.meetup.com/Meetup-of-Test/events/261696009/,12.0,12,1561046400000,8001 Zürich,18519439,Meetup-of-Test
40,261589953,Rethinking agility,https://www.meetup.com/DevOps-Meetup-Zurich/events/261589953/,80.0,80,1561046400000,Zürich,19506753,DevOps-Meetup-Zurich
41,259789564,13th Power BI User Group Meetup,https://www.meetup.com/Power-BI-User-Group-Switzerland/events/259789564/,80.0,54,1561046400000,Wallisellen,19234236,Power-BI-User-Group-Switzerland
42,261506101,UX ROI Zürich ,https://www.meetup.com/UX-ROI-Zurich/events/261506101/,55.0,15,1561046400000,Zürich,31900931,UX-ROI-Zurich
43,260110333,Summer time is SaltStack time!,https://www.meetup.com/Zurich-SaltStack/events/260110333/,,6,1561046400000,,18689551,Zurich-SaltStack
44,261585069,#IPAICT: Erleben Sie Logistik 4.0,https://www.meetup.com/thundigital/events/261585069/,,3,1561046400000,Gwatt,30890991,thundigital
45,262112083,how to increase your agile leadership skills *free of cost*,https://www.meetup.com/agile-Mindset-Zurich/events/262112083/,12.0,9,1561048200000,Zürich,30490660,agile-Mindset-Zurich
46,xstdzqyzjbbc,Unreal Engine Schweiz Meetup ,https://www.meetup.com/Unreal-Engine-Schweiz/events/261504370/,,6,1561050000000,Zürich,21498984,Unreal-Engine-Schweiz
47,crkqppyzjbbc,3D printer introduction,https://www.meetup.com/Digitale-Initiativen/events/261999953/,8.0,3,1561050000000,Dornbirn,21781853,Digitale-Initiativen
48,262072120,Coding session: train a classifier for classification,https://www.meetup.com/Strasbourg-Deep-Learning-Meetup/events/262072120/,20.0,12,1561050000000,Strasbourg,31886879,Strasbourg-Deep-Learning-Meetup
49,261550922,Crypto Blockchain Stammtisch,https://www.meetup.com/Bitcoin-Ulm/events/261550922/,,6,1561050000000,Ulm,29852341,Bitcoin-Ulm
50,261894681,Zürich Blockchain Open Coffee Vol. VI,https://www.meetup.com/Zurich-Blockchain-Open-Coffee/events/261894681/,,10,1561095000000,Zürich,31219627,Zurich-Blockchain-Open-Coffee
51,260240085,Swiss Blockchain Hackathon,https://www.meetup.com/Trust-Square-Blockchain-Swiss-Made/events/260240085/,,20,1561114800000,Zürich,28411105,Trust-Square-Blockchain-Swiss-Made
52,261737821,meetup on data and design #8 – Basel | reporting with R and archaeological comm.,https://www.meetup.com/On-data-and-design-Switzerland/events/261737821/,,17,1561134600000,Basel,28736798,On-data-and-design-Switzerland
53,260514689,Stuttgart Gophers May 2019,https://www.meetup.com/Stuttgart-Gophers/events/260514689/,,11,1561136400000,Stuttgart,25894106,Stuttgart-Gophers
54,261566422,Bitcoin Treffen in Steckborn TG - Jetzt anmelden!,https://www.meetup.com/Bitcoins-Schweiz/events/261566422/,15.0,5,1561215600000,Steckborn,31912972,Bitcoins-Schweiz
55,261780281,CoderDojo Summer Finale 2019 & Cyber Protection Challenge,https://www.meetup.com/Coder-Dojo-Zurich/events/261780281/,30.0,9,1561291200000,Zürich,13186902,Coder-Dojo-Zurich
56,260442996,Andreas M. Antonopoulos: Thoughts on The Future of Programmable Money.,https://www.meetup.com/Bitcoin-Meetup-Switzerland/events/260442996/,1400.0,1319,1561307400000,Zürich,8278642,Bitcoin-Meetup-Switzerland
57,261510547,6th Swiss Oracle Cloud Community Meeting,https://www.meetup.com/Swiss-Oracle-Cloud-Community/events/261510547/,,7,1561386600000,Zürich,28518699,Swiss-Oracle-Cloud-Community
58,261171243,"Agiles PM  wie klassisches PM + Scrum, Kanban oder xyz geht & was nun am besten?",https://www.meetup.com/Tubingen-Projektmanagement-Meetup-Gruppe/events/261171243/,,3,1561388400000,,31807895,Tubingen-Projektmanagement-Meetup-Gruppe
59,260906233,Machine Learning & Artificial Intelligence Meetup Bern Juni 2019,https://www.meetup.com/Machine-Learning-Artificial-Intelligence-Meetup-Bern/events/260906233/,50.0,50,1561392000000,Bern,28201473,Machine-Learning-Artificial-Intelligence-Meetup-Bern
60,262062684,What's new in ASP.NET Core 3.0?,https://www.meetup.com/Basel-NET-User-Group/events/262062684/,,9,1561392000000,Basel,19835651,Basel-NET-User-Group
61,261258875,Cool Kids On The Blockchain - Startup Party | part of Crypto Valley Week,https://www.meetup.com/CV-Labs-Switzerland/events/261258875/,350.0,41,1561395600000,Zug,27342970,CV-Labs-Switzerland
62,260730560,AI mornings: Unlocking Value from Customer Conversations with Speech-to-Meaning,https://www.meetup.com/Pantalks-tech-non-tech-talks-Panter-AG-Zurich/events/260730560/,,37,1561442400000,8005 Zürich,6569732,Pantalks-tech-non-tech-talks-Panter-AG-Zurich
63,259361200,Agile Breakfast: Auf dem Weg zu Kollaboration: Agilität und Kommunikation,https://www.meetup.com/Agile-Breakfast-St-Gallen/events/259361200/,,10,1561443300000,St. Gallen,31273308,Agile-Breakfast-St-Gallen
64,257098233,ICT Solution Day Schweiz 2019,https://www.meetup.com/ICT-Schweiz/events/257098233/,,4,1561447800000,Rüschlikon,25127930,ICT-Schweiz
65,261928709,#MeetAmbitorio - Ambitorio Open Door Day,https://www.meetup.com/Friends-of-Ambitorio/events/261928709/,,6,1561462200000,Baar,21870494,Friends-of-Ambitorio
66,261735132,120' über IoT Technologie,https://www.meetup.com/SmartCityLabBasel/events/261735132/,,35,1561464000000,Basel,30357387,SmartCityLabBasel
67,261480581,2. Meetup: Smart City Lab Basel Community Event,https://www.meetup.com/SmartCityLabBasel/events/261480581/,,30,1561471200000,Basel,30357387,SmartCityLabBasel
68,258556297,SharePoint & Office 365 Community Meetup 2/2019,https://www.meetup.com/SharePointCommunitySchweiz/events/258556297/,,26,1561474800000,Bern,19797861,SharePointCommunitySchweiz
69,261476889,"Technische, organisatorische und rechtliche Aspekte von Data Sharing.",https://www.meetup.com/Ecosystems-Data-Sharing/events/261476889/,,17,1561474800000,Bern,31498863,Ecosystems-Data-Sharing
70,261927228,Transforming healthcare with AI,https://www.meetup.com/Deep-Learning-Zurich-DLZH/events/261927228/,100.0,62,1561478400000,Zürich,31150209,Deep-Learning-Zurich-DLZH
71,ssbdfqyzjbkc,Lean Change Management Meetup,https://www.meetup.com/Zurich-Lean-Change-Management-Meetup/events/258755096/,25.0,17,1561478400000,Zürich,22191076,Zurich-Lean-Change-Management-Meetup
72,261225611,Nexus Zoo: Scrum skalieren mit Nexus (Kostenfreier Simulationsworkshop),https://www.meetup.com/Scrum-Skalierung-mit-Nexus/events/261225611/,,19,1561478400000,Stuttgart,31773060,Scrum-Skalierung-mit-Nexus
73,262250010,Agile DenkWerkstatt,https://www.meetup.com/Digitale-Initiativen/events/262250010/,,6,1561480200000,Dornbirn,21781853,Digitale-Initiativen
74,261802133,Funktionales Programmieren aus der Praxis,https://www.meetup.com/Stuttgart-where-innovation-works/events/261802133/,,13,1561480200000,Stuttgart,25919945,Stuttgart-where-innovation-works
75,gvsjxqyzjbhc,"Learn programming with Python, Java, Javascript, C(++) or ...",https://www.meetup.com/opentechschool-zurich/events/260964804/,20.0,5,1561482000000,Zürich,8170522,opentechschool-zurich
76,262058196,Blockchain inside: Regulatory & legal work from insiders - a 100 % insider panel,https://www.meetup.com/CV-Labs-Switzerland/events/262058196/,75.0,29,1561483800000,Zug,27342970,CV-Labs-Switzerland
77,260440892,Vier agile Führungstools für den digitalen Wandel,https://www.meetup.com/agile-and-beyond/events/260440892/,,13,1561528800000,Bern,25516239,agile-and-beyond
78,261997402,1. CRS / ModSecurity Meetup Bern,https://www.meetup.com/CRS-ModSecurity-Meetup-Bern/events/261997402/,,17,1561561200000,Bern,32090963,CRS-ModSecurity-Meetup-Bern
79,262028646,Eventreihe: Start-Upéro,https://www.meetup.com/Technopark/events/262028646/,,4,1561564800000,Vaduz,25553387,Technopark
80,261505092,Data from the Edge to AI,https://www.meetup.com/futureofdata-zurich/events/261505092/,30.0,25,1561564800000,Zürich,28528700,futureofdata-zurich
