,id,name,event_url,rsvp_limit,yes_rsvp_count,time,city,group_id,group_urlname
41,261258875,Cool Kids On The Blockchain - Startup Party | part of Crypto Valley Week,https://www.meetup.com/CV-Labs-Switzerland/events/261258875/,350.0,41,1561395600000,Zug,27342970,CV-Labs-Switzerland
42,260730560,AI mornings: Unlocking Value from Customer Conversations with Speech-to-Meaning,https://www.meetup.com/Pantalks-tech-non-tech-talks-Panter-AG-Zurich/events/260730560/,,37,1561442400000,8005 Zürich,6569732,Pantalks-tech-non-tech-talks-Panter-AG-Zurich
43,257098233,ICT Solution Day Schweiz 2019,https://www.meetup.com/ICT-Schweiz/events/257098233/,,4,1561447800000,Rüschlikon,25127930,ICT-Schweiz
44,261928709,#MeetAmbitorio - Ambitorio Open Door Day,https://www.meetup.com/Friends-of-Ambitorio/events/261928709/,,6,1561462200000,Baar,21870494,Friends-of-Ambitorio
45,261927228,Transforming healthcare with AI,https://www.meetup.com/Deep-Learning-Zurich-DLZH/events/261927228/,100.0,61,1561478400000,Zürich,31150209,Deep-Learning-Zurich-DLZH
46,ssbdfqyzjbkc,Lean Change Management Meetup,https://www.meetup.com/Zurich-Lean-Change-Management-Meetup/events/258755096/,25.0,17,1561478400000,Zürich,22191076,Zurich-Lean-Change-Management-Meetup
47,gvsjxqyzjbhc,"Learn programming with Python, Java, Javascript, C(++) or ...",https://www.meetup.com/opentechschool-zurich/events/260964804/,20.0,5,1561482000000,Zürich,8170522,opentechschool-zurich
48,262058196,Blockchain inside: Regulatory & legal work from insiders - a 100 % insider panel,https://www.meetup.com/CV-Labs-Switzerland/events/262058196/,75.0,29,1561483800000,Zug,27342970,CV-Labs-Switzerland
49,262034210,Business Agility: warum? und wie?,https://www.meetup.com/Zurich-Business-Agility-Meetup/events/262034210/,,10,1561564800000,Zürich,27133049,Zurich-Business-Agility-Meetup
50,261505092,Data from the Edge to AI,https://www.meetup.com/futureofdata-zurich/events/261505092/,30.0,25,1561564800000,Zürich,28528700,futureofdata-zurich
51,261315229,Product Management Night Zurich #2 @Swisscom,https://www.meetup.com/Zurich-Product-Management/events/261315229/,50.0,35,1561564800000,Zürich,19826296,Zurich-Product-Management
52,261616660,Machine Learning and Software Architecture - Building scalable predictors,https://www.meetup.com/Software-Architecture-and-Project-Design-Zurich/events/261616660/,40.0,23,1561566600000,Zürich,30425212,Software-Architecture-and-Project-Design-Zurich
53,261996484,SOAI / Google Cloud Study Jam,https://www.meetup.com/School-of-AI-Zurich/events/261996484/,25.0,25,1561566600000,Zürich,29942974,School-of-AI-Zurich
54,262225424,GigBuzz #8: Exbeertise,https://www.meetup.com/GigBuzz-Zurich/events/262225424/,,6,1561566600000,,28258734,GigBuzz-Zurich
55,ffpfsqyzjbjc,Investing in Digital Assets 🥂,https://www.meetup.com/CryptoSummit/events/261233068/,,4,1561568400000,Zug,25405406,CryptoSummit
56,cqqsxqyzjbjc,Investing in Digital Assets 🥂,https://www.meetup.com/SMART-VALOR/events/258789014/,,3,1561568400000,Zug,27701779,SMART-VALOR
